employee_id,first_name,last_name,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,overtime
00-49967346,Anahita,Agarwal,Male,Rajasthan,Jaipur,High School,1/4/1985,2/10/2018,,HR,Recruiter,422969,Satisfactory,No
00-84219322,Biju,Roy,Female,Maharashtra,Pune,Bachelor,6/29/1977,10/29/2017,,Customer Service,Customer Service Representative,273916,Good,Yes
00-24370285,Tarini,Rau,Female,Maharashtra,Nagpur,Bachelor,9/13/1989,9/12/2017,,Sales,Sales Representative,532047,Needs Improvement,No
00-58561569,Indrans,Talwar,Female,Bihar,Bhagalpur,Bachelor,4/27/1986,6/9/2022,,Sales,Sales Representative,270620,Satisfactory,No
00-72620390,Heer,Balay,Female,Maharashtra,Mumbai,PhD,8/29/1996,1/9/2017,,IT,IT Manager,1094392,Satisfactory,No
00-24790674,Tushar,Gaba,Female,Bihar,Gaya,Bachelor,8/29/1983,8/25/2022,,Operations,Logistics Coordinator,405905,Good,No
00-13259190,Nirvi,Bajaj,Female,Maharashtra,Nagpur,Bachelor,10/3/1963,1/14/2022,,Marketing,Marketing Coordinator,479425,Good,No
00-36049312,Indrajit,Khurana,Female,Maharashtra,Nagpur,Bachelor,5/23/1981,11/8/2023,,Customer Service,Support Specialist,247811,Good,No
00-37262744,Jayesh,Sethi,Female,Maharashtra,Pune,Bachelor,8/16/2001,2/16/2021,,Operations,Logistics Coordinator,406182,Good,No
00-92548875,Sahil,Chander,Female,Maharashtra,Mumbai,Bachelor,5/2/1963,4/27/2018,,IT,Software Developer,837876,Needs Improvement,No
00-97667521,Nitara,Vaidya,Female,Karnataka,Mysuru,Bachelor,4/22/1979,12/11/2023,,Sales,Sales Representative,539145,Satisfactory,Yes
00-74935742,Fateh,Kala,Male,Maharashtra,Mumbai,Master,5/24/1974,1/10/2019,,Finance,Financial Analyst,879892,Good,No
00-24388551,Romil,Comar,Male,Madhya Pradesh,Indore,Bachelor,12/25/1974,12/19/2018,,Sales,Sales Representative,332136,Good,No
00-88456512,Rania,Sule,Male,Maharashtra,Mumbai,High School,11/22/2001,2/15/2016,,Customer Service,Customer Service Representative,419460,Satisfactory,No
00-91195906,Madhav,Singh,Male,Maharashtra,Mumbai,High School,12/6/1969,5/25/2016,,Customer Service,Help Desk Technician,537139,Good,No
00-18620974,Zara,Ratti,Female,Maharashtra,Nagpur,High School,5/14/1980,9/10/2023,,Marketing,SEO Specialist,565911,Excellent,Yes
00-31706187,Bhamini,Butala,Female,Maharashtra,Nagpur,Bachelor,4/16/2001,11/27/2020,,Sales,Sales Consultant,693609,Good,Yes
00-92461184,Kiaan,Bhat,Male,Maharashtra,Nagpur,Bachelor,4/16/1995,3/13/2016,,Operations,Inventory Specialist,314253,Satisfactory,No
00-77567852,Misha,Ghose,Female,Maharashtra,Nagpur,Bachelor,4/13/1967,5/8/2019,,Marketing,Marketing Coordinator,632603,Satisfactory,No
00-31036065,Indrans,Lad,Female,Maharashtra,Pune,High School,3/20/1984,10/10/2016,,Customer Service,Support Specialist,365932,Good,No
00-63293861,Jayesh,Sen,Female,Karnataka,Bengaluru,Bachelor,6/25/1986,1/10/2020,,Sales,Sales Representative,541106,Satisfactory,Yes
00-53253408,Neelofar,Chander,Male,Maharashtra,Nagpur,PhD,8/16/1967,7/29/2019,,Sales,Sales Consultant,714951,Satisfactory,No
00-68404773,Mohanlal,Varty,Male,Madhya Pradesh,Bhopal,Bachelor,5/14/1991,6/26/2023,,Marketing,SEO Specialist,412931,Satisfactory,No
00-13611130,Nishith,Gera,Male,Maharashtra,Nagpur,Bachelor,11/18/1964,2/16/2018,,Operations,Operations Analyst,790057,Satisfactory,Yes
00-70561842,Umang,Randhawa,Female,Maharashtra,Nagpur,Bachelor,11/22/1972,5/9/2019,,Finance,Accountant,598263,Satisfactory,No
00-49193927,Nirvi,Sanghvi,Male,Maharashtra,Mumbai,High School,3/7/1986,3/19/2018,,Customer Service,Help Desk Technician,488736,Satisfactory,No
00-93047275,Miraan,Borah,Male,Maharashtra,Mumbai,High School,10/17/1978,3/3/2023,,Marketing,Content Creator,351820,Good,Yes
00-36373347,Navya,Saraf,Male,Madhya Pradesh,Bhopal,Bachelor,12/14/1995,10/8/2016,,Sales,Sales Representative,572143,Excellent,Yes
00-16861001,Ahana ,Comar,Male,Maharashtra,Nagpur,Bachelor,6/4/1983,9/12/2015,,Operations,Logistics Coordinator,569692,Good,No
00-27573415,Kanav,Warrior,Male,Maharashtra,Mumbai,Bachelor,12/29/1986,7/10/2023,,Customer Service,Customer Service Representative,413076,Satisfactory,No
00-79892950,Mahika,Chahal,Male,Madhya Pradesh,Bhopal,Bachelor,4/18/1989,1/1/2017,,Sales,Sales Representative,592471,Satisfactory,Yes
00-92264436,Tejas,Varkey,Female,Gujarat,Vadodara,Bachelor,12/24/1983,6/22/2015,,HR,Recruiter,273273,Good,No
00-51564356,Rania,Thakkar,Female,Rajasthan,Udaipur,Bachelor,9/5/1971,11/22/2021,,Marketing,Content Creator,450270,Satisfactory,No
00-89785102,Madhup,Srinivas,Male,Madhya Pradesh,Bhopal,Bachelor,10/20/1995,5/9/2018,,Operations,Inventory Specialist,340115,Excellent,No
00-63230861,Hansh,Comar,Female,Maharashtra,Nagpur,High School,11/22/1989,6/4/2015,,Customer Service,Help Desk Technician,399542,Good,Yes
00-16378574,Dhruv,Kulkarni,Female,Maharashtra,Pune,Master,4/30/1982,5/8/2017,,Sales,Sales Consultant,827664,Good,Yes
00-37610659,Arhaan,Keer,Male,Maharashtra,Mumbai,Bachelor,5/6/1982,5/25/2017,,Sales,Sales Representative,496721,Good,No
00-71637911,Badal,Majumdar,Male,Maharashtra,Pune,Master,8/9/1989,12/22/2022,,Sales,Sales Specialist,437360,Excellent,No
00-19235173,Azad,Kumer,Male,Maharashtra,Nagpur,Bachelor,3/1/1991,3/9/2020,,Operations,Inventory Specialist,445959,Good,Yes
00-42224818,Mahika,Kothari,Female,Maharashtra,Pune,Master,5/13/1990,10/14/2023,,Operations,Operations Analyst,426149,Needs Improvement,No
00-22919566,Fateh,Singhal,Male,Maharashtra,Nagpur,High School,1/22/1987,7/4/2015,,Operations,Inventory Specialist,270376,Good,No
00-83747346,Indranil,Thakkar,Female,Maharashtra,Nagpur,Bachelor,5/15/1989,11/7/2022,,Finance,Accounts Payable Specialist,510068,Good,No
00-19619513,Vaibhav,Bahl,Male,Maharashtra,Pune,High School,8/4/1994,2/5/2015,,Operations,Inventory Specialist,379440,Good,No
00-42706763,Ayesha,Bhatia,Female,Maharashtra,Mumbai,High School,7/27/1978,2/26/2017,,Operations,Inventory Specialist,289726,Excellent,Yes
00-23495598,Divyansh,Goel,Female,Maharashtra,Nagpur,Master,6/18/1967,8/23/2020,,Finance,Finance Manager,1432162,Satisfactory,No
00-10392185,Ishita,Choudhry,Female,Madhya Pradesh,Bhopal,High School,8/25/2003,11/21/2016,,HR,Recruiter,375056,Satisfactory,No
00-83404334,Ivana,Sane,Female,Maharashtra,Mumbai,Bachelor,6/8/1999,7/23/2017,,Operations,Inventory Specialist,344917,Good,No
00-14231385,Jivin,Sastry,Female,Maharashtra,Mumbai,Master,5/22/1986,2/2/2023,,Sales,Sales Specialist,458369,Excellent,No
00-20307567,Bhamini,Sama,Male,Maharashtra,Mumbai,PhD,6/8/1987,10/16/2023,,Sales,Sales Specialist,368513,Good,No
00-80192097,Mohanlal,Kalla,Male,Maharashtra,Nagpur,Bachelor,9/3/1983,12/2/2016,,Marketing,Marketing Coordinator,687148,Good,Yes
00-39831718,Tarini,Deep,Male,Maharashtra,Nagpur,PhD,2/13/1978,7/14/2019,,Sales,Sales Manager,1259153,Good,No
00-82138140,Pranay,Sridhar,Female,Maharashtra,Mumbai,PhD,6/28/1975,5/26/2020,,Sales,Sales Consultant,726594,Needs Improvement,No
00-21536510,Krish,Gaba,Female,Maharashtra,Pune,Bachelor,2/20/1997,6/11/2021,,Customer Service,Support Specialist,414298,Good,Yes
00-42954882,Prerak,Bhatti,Male,Gujarat,Ahmedabad,Bachelor,12/18/1998,2/22/2022,,IT,Software Developer,753265,Needs Improvement,No
00-72526218,Madhav,Sant,Female,Maharashtra,Pune,Bachelor,6/29/1974,12/24/2022,,Operations,Logistics Coordinator,375550,Good,No
00-51105057,Hridaan,Buch,Male,Maharashtra,Nagpur,Bachelor,5/22/1986,12/1/2021,,IT,System Administrator,799336,Good,No
00-34721194,Diya,Anand,Female,Maharashtra,Mumbai,High School,3/6/1973,8/20/2015,,HR,HR Assistant,303064,Needs Improvement,Yes
00-27367982,Tanya,Ramanathan,Male,Maharashtra,Nagpur,Bachelor,3/9/2003,4/16/2016,,Sales,Sales Consultant,740641,Good,No
00-23384614,Indrans,Ghose,Female,Maharashtra,Nagpur,PhD,5/8/1991,7/23/2023,,Marketing,Marketing Manager,1073800,Good,No
00-71304217,Oorja,Varughese,Male,Maharashtra,Pune,Bachelor,9/11/1998,9/27/2016,,Operations,Operations Analyst,705940,Excellent,No
00-85246298,Indrans,Sekhon,Male,Maharashtra,Mumbai,Bachelor,6/29/1984,10/24/2018,,Operations,Inventory Specialist,358634,Excellent,No
00-97806679,Piya,Raval,Male,Maharashtra,Mumbai,Bachelor,3/16/1989,11/10/2022,,Operations,Logistics Coordinator,542894,Satisfactory,No
00-23985428,Jayesh,Sha,Male,Maharashtra,Mumbai,Master,4/21/1971,12/15/2017,,Sales,Sales Manager,1152534,Excellent,Yes
00-81012764,Yuvaan,Balakrishnan,Female,Karnataka,Mangaluru,Bachelor,8/13/1997,5/18/2018,,IT,Software Developer,577438,Satisfactory,No
00-88402053,Miraya,Ganguly,Female,Uttar Pradesh,Varanasi,Bachelor,12/8/1966,3/18/2022,,Sales,Sales Representative,228451,Good,No
00-96245917,Neysa,Bakshi,Male,Maharashtra,Mumbai,PhD,9/13/1975,11/24/2018,,HR,HR Manager,882243,Satisfactory,Yes
00-66413822,Nirvaan,Thaman,Male,Madhya Pradesh,Gwalior,High School,9/3/1995,11/23/2021,,Customer Service,Help Desk Technician,498846,Needs Improvement,No
00-63073432,Vritika,Sen,Male,Maharashtra,Nagpur,High School,5/23/1988,6/24/2018,,Customer Service,Customer Service Representative,419451,Good,No
00-25419427,Yasmin,Das,Female,Maharashtra,Mumbai,Bachelor,5/22/1988,1/25/2021,,Marketing,Marketing Coordinator,340003,Satisfactory,No
00-76909725,Neelofar,Bhandari,Female,Madhya Pradesh,Indore,Bachelor,10/20/1999,7/13/2016,,Customer Service,Customer Service Representative,385406,Good,No
00-25613416,Purab,Issac,Female,Maharashtra,Nagpur,Bachelor,7/4/1992,9/6/2022,,IT,Software Developer,796724,Good,No
00-77172742,Ayesha,Devi,Male,Maharashtra,Nagpur,High School,12/28/1997,2/8/2019,,Marketing,Content Creator,281888,Good,No
00-67130722,Miraan,Aggarwal,Female,Madhya Pradesh,Gwalior,Bachelor,1/6/1975,6/26/2017,,Operations,Inventory Specialist,366591,Satisfactory,No
00-24301134,Saksham,Contractor,Male,Maharashtra,Nagpur,High School,1/30/1960,11/8/2017,,IT,IT Support Specialist,246527,Satisfactory,No
00-61228594,Ryan,Som,Female,Maharashtra,Mumbai,Bachelor,5/17/1977,2/14/2024,,Sales,Sales Representative,398334,Needs Improvement,No
00-39361293,Jhanvi,Edwin,Female,Maharashtra,Nagpur,High School,1/26/1985,2/24/2024,,Operations,Inventory Specialist,243704,Excellent,No
00-76359778,Nirvi,Banik,Male,Maharashtra,Mumbai,Bachelor,1/23/1999,3/21/2017,,Marketing,SEO Specialist,675090,Good,No
00-83077607,Veer,Chahal,Female,Maharashtra,Mumbai,Bachelor,2/11/1986,5/27/2023,,Customer Service,Customer Service Representative,395003,Good,No
00-48452777,Bhavin,Kumar,Female,Maharashtra,Nagpur,Bachelor,3/22/2003,10/13/2023,,Sales,Sales Representative,507574,Excellent,No
00-28762277,Nitara,Iyengar,Male,Maharashtra,Nagpur,Bachelor,3/10/1985,3/25/2017,,Marketing,Marketing Coordinator,605267,Good,No
00-48747284,Saira,Khalsa,Female,Maharashtra,Mumbai,Bachelor,9/22/1993,8/28/2022,,Sales,Sales Consultant,481911,Excellent,No
00-49878686,Veer,Balay,Female,Maharashtra,Pune,PhD,6/6/1967,4/25/2023,,Sales,Sales Specialist,637851,Good,No
00-76335645,Raghav,Subramanian,Female,Rajasthan,Jodhpur,Bachelor,4/15/1983,6/23/2019,,Sales,Sales Consultant,841688,Good,No
00-10113880,Taran,Dutta,Female,Maharashtra,Nagpur,Bachelor,5/1/1973,4/2/2017,,Operations,Inventory Specialist,433334,Good,No
00-19612455,Devansh,Sura,Male,Maharashtra,Nagpur,Bachelor,7/11/1999,3/5/2023,,IT,IT Support Specialist,392530,Good,No
00-22987218,Mishti,Sahni,Male,Maharashtra,Nagpur,Master,6/5/1976,1/25/2022,,IT,Software Developer,695295,Satisfactory,Yes
00-23725923,Dhruv,Kala,Male,Tamil Nadu,Madurai,Bachelor,6/27/2000,12/22/2018,,Sales,Sales Consultant,882240,Good,No
00-40435778,Priyansh,Banik,Male,Maharashtra,Nagpur,Bachelor,7/14/1996,1/29/2016,,IT,Software Developer,511338,Excellent,No
00-66572531,Tiya,Samra,Male,Maharashtra,Mumbai,High School,6/5/2004,5/5/2017,,Marketing,Content Creator,527745,Good,No
00-74316841,Aaryahi,Deshpande,Male,Maharashtra,Pune,Bachelor,7/27/1973,1/7/2015,,Operations,Logistics Coordinator,340194,Good,No
00-52036150,Oorja,Bath,Male,Maharashtra,Pune,Bachelor,8/6/1959,7/29/2018,,IT,Software Developer,1159007,Satisfactory,No
00-89611948,Uthkarsh,Rajagopalan,Female,Maharashtra,Pune,High School,7/1/1983,12/25/2020,,Operations,Inventory Specialist,429656,Needs Improvement,No
00-39051509,Kiara,Dyal,Female,Gujarat,Surat,Master,4/13/1987,6/14/2018,,Sales,Sales Specialist,406122,Satisfactory,No
00-41048131,Charvi,Gola,Male,Madhya Pradesh,Indore,PhD,3/7/1997,10/20/2015,,Sales,Sales Specialist,546124,Needs Improvement,No
00-39513045,Biju,Khare,Male,Maharashtra,Mumbai,Bachelor,8/30/1986,10/20/2019,,Operations,Logistics Coordinator,554209,Good,No
00-40579810,Zoya,Biswas,Male,Madhya Pradesh,Bhopal,Bachelor,7/17/1982,1/7/2019,,Marketing,Marketing Coordinator,657684,Excellent,No
00-20570710,Jayan,Kalla,Male,Madhya Pradesh,Indore,High School,10/19/1987,12/22/2022,,IT,IT Support Specialist,265599,Good,Yes
00-29457121,Nitya,Amble,Male,Rajasthan,Jodhpur,PhD,5/23/1977,1/26/2023,,Sales,Sales Specialist,286853,Good,No
00-25249120,Nehmat,Kothari,Male,Maharashtra,Mumbai,High School,8/27/1985,2/4/2022,,Operations,Inventory Specialist,345328,Good,Yes
00-17737798,Samiha,Sahota,Male,Maharashtra,Pune,Master,10/10/1971,2/2/2018,,Operations,Operations Analyst,427081,Good,Yes
00-47602378,Ryan,Bansal,Female,Maharashtra,Nagpur,Bachelor,2/26/1984,12/9/2016,,IT,System Administrator,398751,Good,No
00-60616239,Kaira,Dara,Male,Bihar,Gaya,Master,9/28/1979,10/1/2022,,IT,System Administrator,579416,Good,Yes
00-87713329,Adah,Zachariah,Female,Maharashtra,Nagpur,High School,9/18/1985,12/11/2016,,Customer Service,Help Desk Technician,388678,Needs Improvement,No
00-32862496,Yuvaan,Kashyap,Female,Maharashtra,Nagpur,Bachelor,2/21/1983,7/13/2016,,Sales,Sales Specialist,485895,Good,No
00-74399577,Neelofar,Karan,Female,Tamil Nadu,Madurai,Bachelor,7/9/1960,5/28/2016,,Operations,Inventory Specialist,277961,Good,Yes
00-21744737,Jivika,Lal,Male,Maharashtra,Mumbai,Bachelor,5/8/1991,6/22/2020,,Marketing,Marketing Manager,1569019,Good,Yes
00-88301137,Devansh,Butala,Male,Maharashtra,Nagpur,Bachelor,11/4/1992,6/5/2023,,Sales,Sales Representative,353030,Good,No
00-17171026,Anya,D’Alia,Male,Bihar,Patna,High School,3/30/1988,1/30/2023,,Operations,Inventory Specialist,329400,Satisfactory,No
00-70156330,Lavanya,Solanki,Female,Maharashtra,Mumbai,High School,7/10/1998,3/8/2020,,IT,IT Support Specialist,384744,Excellent,No
00-79879085,Advika,Sachdev,Male,Maharashtra,Mumbai,PhD,5/28/1989,5/22/2022,,Sales,Sales Specialist,434595,Good,No
00-48233190,Tarini,Atwal,Female,Bihar,Patna,Bachelor,1/21/1997,6/17/2020,,Marketing,Marketing Coordinator,285109,Satisfactory,No
00-90566532,Shayak,Sarin,Female,Karnataka,Mysuru,Bachelor,4/3/1998,7/29/2016,,IT,IT Support Specialist,316961,Good,No
00-28095485,Eva,Loke,Female,Gujarat,Vadodara,PhD,7/7/1978,8/14/2016,,Sales,Sales Specialist,722583,Satisfactory,Yes
00-47468133,Nehmat,Magar,Male,Maharashtra,Nagpur,Bachelor,1/18/1995,6/2/2020,,Marketing,Marketing Coordinator,525327,Satisfactory,No
00-55063823,Miraan,Trivedi,Female,Maharashtra,Pune,High School,12/10/1998,8/20/2024,,Customer Service,Help Desk Technician,509959,Good,Yes
00-22740057,Lakshay,Raval,Female,Gujarat,Surat,High School,2/18/1979,9/7/2020,,Customer Service,Help Desk Technician,516311,Good,No
00-23690943,Rasha,Saraf,Female,Gujarat,Vadodara,Bachelor,12/18/1997,4/22/2024,,Operations,Operations Analyst,663844,Satisfactory,Yes
00-20330669,Farhan,Ramachandran,Male,Maharashtra,Pune,Bachelor,4/18/1967,2/3/2020,,Operations,Logistics Coordinator,574414,Needs Improvement,No
00-52061564,Trisha,Halder,Female,Maharashtra,Nagpur,Bachelor,11/1/1982,4/30/2019,,Operations,Operations Analyst,338138,Good,No
00-64752059,Kanav,Aurora,Male,Madhya Pradesh,Bhopal,Bachelor,8/2/1966,12/14/2017,,Operations,Logistics Coordinator,325334,Good,No
00-90044457,Pari,Seshadri,Male,Maharashtra,Pune,Bachelor,12/23/1980,10/13/2019,,IT,IT Support Specialist,375308,Satisfactory,No
00-57298206,Navya,Ganesh,Male,Maharashtra,Mumbai,Bachelor,8/24/1999,3/8/2019,,IT,Software Developer,1105185,Good,Yes
00-65622207,Gatik,Bora,Female,Maharashtra,Mumbai,Master,7/1/1993,1/17/2016,,Sales,Sales Consultant,486744,Good,No
00-91712078,Fateh,Raj,Male,Madhya Pradesh,Indore,PhD,7/11/1987,1/26/2019,,Sales,Sales Specialist,504458,Good,No
00-78064034,Anay,Soman,Female,Maharashtra,Pune,Master,10/5/1994,5/7/2016,,IT,System Administrator,639700,Good,No
00-38354723,Zara,Gulati,Male,Maharashtra,Nagpur,Bachelor,12/29/1975,4/9/2020,,Customer Service,Support Specialist,266413,Good,No
00-89185430,Raunak,Manda,Female,Maharashtra,Nagpur,Bachelor,7/22/2002,8/21/2021,,Marketing,Content Creator,521091,Good,Yes
00-62608499,Yasmin,Dhar,Male,Bihar,Patna,Bachelor,9/16/1982,6/24/2020,,Operations,Logistics Coordinator,467957,Good,Yes
00-16356704,Riya,Bakshi,Male,Maharashtra,Mumbai,Bachelor,8/11/1993,1/1/2016,,Customer Service,Support Specialist,262498,Good,No
00-11740542,Aaina,Mand,Female,Maharashtra,Mumbai,Bachelor,10/23/1987,6/18/2020,,Finance,Accountant,699432,Good,Yes
00-56715690,Ryan,Dubey,Male,Maharashtra,Pune,Bachelor,8/21/1988,7/18/2017,,Sales,Sales Representative,299948,Good,No
00-33050625,Tarini,Kalla,Female,Maharashtra,Nagpur,Bachelor,12/20/1991,6/30/2016,,Sales,Sales Representative,336411,Good,No
00-36101315,Rohan,Mangat,Female,Maharashtra,Nagpur,Bachelor,7/29/1972,6/13/2019,,Operations,Logistics Coordinator,295191,Good,No
00-42491014,Alisha,Dubey,Male,Maharashtra,Mumbai,Bachelor,12/13/1961,11/18/2016,,Sales,Sales Specialist,740220,Good,No
00-80717093,Dhruv,Kadakia,Male,Maharashtra,Nagpur,Bachelor,8/26/1974,10/25/2018,,Operations,Logistics Coordinator,305930,Good,Yes
00-16094691,Veer,Walia,Male,Bihar,Patna,Bachelor,11/24/1972,5/7/2018,,Sales,Sales Representative,576464,Excellent,No
00-17554086,Prisha,Badal,Male,Maharashtra,Mumbai,Master,4/2/1988,4/4/2017,,Sales,Sales Specialist,638070,Satisfactory,Yes
00-90715400,Shalv,Babu,Male,Maharashtra,Mumbai,Bachelor,9/30/1995,1/9/2018,,Customer Service,Support Specialist,329416,Needs Improvement,No
00-79241385,Nirvaan,Goda,Male,Madhya Pradesh,Gwalior,Bachelor,9/12/1963,4/25/2023,,Operations,Logistics Coordinator,587849,Excellent,Yes
00-55868421,Madhup,Keer,Female,Karnataka,Mangaluru,Bachelor,1/4/1968,3/14/2022,,Sales,Sales Representative,256725,Good,Yes
00-90222197,Khushi,Shankar,Female,Maharashtra,Mumbai,Bachelor,5/30/1973,5/20/2024,,Customer Service,Support Specialist,360369,Good,No
00-26597680,Purab,Mandal,Male,Maharashtra,Pune,Bachelor,8/23/1990,6/5/2017,,Operations,Operations Analyst,788592,Satisfactory,No
00-39236279,Kabir,Kata,Male,Maharashtra,Nagpur,High School,8/29/1980,6/10/2021,,Operations,Inventory Specialist,324165,Satisfactory,Yes
00-53239132,Faiyaz,Wadhwa,Female,Maharashtra,Nagpur,Bachelor,9/13/1976,8/20/2023,,Operations,Inventory Specialist,247963,Excellent,No
00-68780031,Nehmat,Gola,Male,Maharashtra,Pune,High School,4/23/1995,2/19/2023,,Operations,Inventory Specialist,328991,Excellent,Yes
00-90557330,Rasha,Gupta,Female,Maharashtra,Nagpur,Bachelor,6/11/1982,3/23/2022,,Customer Service,Customer Service Representative,340724,Good,No
00-84846712,Lagan,Bakshi,Female,Gujarat,Ahmedabad,Bachelor,4/16/1998,9/10/2023,,Customer Service,Help Desk Technician,355485,Needs Improvement,No
00-44099461,Kiara,Kaul,Male,Madhya Pradesh,Gwalior,High School,5/11/1997,9/19/2023,,Operations,Inventory Specialist,234157,Good,No
00-24266496,Jayesh,Gour,Female,Maharashtra,Nagpur,Master,6/15/1991,5/8/2023,,IT,Software Developer,522176,Satisfactory,No
00-35215433,Ishaan,Lalla,Male,Maharashtra,Pune,Bachelor,3/11/1988,2/28/2019,,Customer Service,Customer Service Representative,332222,Good,No
00-82746008,Zain,Sandal,Female,Maharashtra,Nagpur,High School,3/9/1960,3/17/2019,,Customer Service,Customer Service Representative,305717,Excellent,Yes
00-45046953,Rohan,Dalal,Female,Maharashtra,Mumbai,High School,10/20/1979,12/26/2018,,Customer Service,Customer Service Representative,218927,Satisfactory,No
00-37905099,Saksham,Rana,Female,Maharashtra,Nagpur,High School,8/21/1960,4/16/2022,,Customer Service,Customer Service Representative,226656,Good,No
00-52726741,Eshani,Rao,Male,Maharashtra,Nagpur,Bachelor,11/26/1988,11/6/2017,,Sales,Sales Specialist,619822,Good,Yes
00-39209542,Jiya,Singh,Male,Madhya Pradesh,Gwalior,Bachelor,3/1/1979,5/3/2023,,Operations,Operations Analyst,863421,Satisfactory,No
00-11164601,Vihaan,Ghosh,Male,Maharashtra,Nagpur,High School,4/29/1970,12/2/2023,,Customer Service,Customer Service Representative,375845,Good,No
00-63679416,Zain,Saha,Male,Tamil Nadu,Coimbatore,Bachelor,5/7/1971,6/7/2020,,Sales,Sales Representative,350171,Excellent,Yes
00-93451534,Rohan,Gandhi,Male,Maharashtra,Mumbai,Bachelor,2/27/1987,10/2/2015,,Marketing,SEO Specialist,509750,Good,No
00-98798695,Riaan,Sharma,Female,Madhya Pradesh,Indore,Master,6/30/1967,3/22/2018,,Operations,Operations Analyst,771558,Good,No
00-72386266,Rhea,Dave,Female,Madhya Pradesh,Indore,High School,8/21/1998,10/13/2017,,Marketing,SEO Specialist,737294,Satisfactory,No
00-14309791,Vritika,Yadav,Male,Maharashtra,Mumbai,Bachelor,5/14/1999,4/21/2020,,Customer Service,Customer Service Representative,385931,Good,No
00-91248927,Gatik,Hora,Female,Maharashtra,Pune,Master,10/19/1998,7/27/2023,,IT,Software Developer,756045,Good,Yes
00-71861253,Lavanya,Raja,Female,Maharashtra,Nagpur,PhD,5/15/1982,3/31/2019,,Sales,Sales Specialist,459222,Good,No
00-97355671,Mahika,Dara,Male,Maharashtra,Nagpur,Bachelor,5/24/1990,10/31/2024,,Sales,Sales Representative,494226,Good,No
00-63748842,Pranay,Devi,Male,Bihar,Patna,High School,12/2/1976,7/30/2020,,Customer Service,Customer Service Representative,310022,Good,Yes
00-38963196,Raunak,Chowdhury,Male,Maharashtra,Nagpur,Bachelor,1/4/2003,7/28/2024,,Customer Service,Customer Service Representative,366683,Good,No
00-67551532,Purab,Vyas,Male,Maharashtra,Pune,High School,3/28/1983,5/30/2019,,Customer Service,Support Specialist,311257,Satisfactory,Yes
00-28265078,Advik,Lall,Female,Maharashtra,Nagpur,Bachelor,1/31/1980,10/4/2016,,Sales,Sales Representative,388772,Good,No
00-49424344,Nirvi,Sarma,Male,Maharashtra,Mumbai,Bachelor,3/8/1971,7/23/2024,,Operations,Operations Analyst,778436,Excellent,No
00-51020952,Hunar,Choudhury,Male,Uttar Pradesh,Varanasi,Bachelor,6/4/1995,1/18/2017,,Operations,Logistics Coordinator,370834,Satisfactory,Yes
00-32915798,Shalv,Krishna,Male,Maharashtra,Pune,Master,9/7/1986,6/2/2022,,Sales,Sales Consultant,366299,Good,No
00-92776015,Lavanya,Sengupta,Male,Maharashtra,Pune,High School,8/7/1980,6/23/2020,,Operations,Inventory Specialist,325442,Good,No
00-18231695,Madhav,Mani,Male,Maharashtra,Mumbai,Bachelor,2/28/1987,9/1/2019,,Operations,Inventory Specialist,408963,Satisfactory,Yes
00-41499354,Hazel,Rege,Male,Maharashtra,Pune,Bachelor,12/19/1981,10/8/2019,,IT,System Administrator,547541,Satisfactory,No
00-22635867,Elakshi,Manne,Male,Maharashtra,Pune,Bachelor,9/8/1987,11/9/2023,,IT,IT Support Specialist,434412,Satisfactory,No
00-51608017,Purab,Bedi,Male,Madhya Pradesh,Bhopal,High School,5/5/1972,4/1/2017,,IT,IT Support Specialist,394858,Good,No
00-84188433,Ehsaan,Agrawal,Female,Maharashtra,Pune,High School,6/9/1993,12/30/2023,,Customer Service,Help Desk Technician,489860,Needs Improvement,Yes
00-99845623,Tara,Mangal,Male,Maharashtra,Mumbai,Bachelor,8/17/1983,6/11/2024,,Operations,Inventory Specialist,426666,Good,Yes
00-47515276,Biju,Sant,Female,Maharashtra,Pune,Bachelor,11/13/1981,3/5/2017,,HR,HR Coordinator,528331,Good,No
00-90654516,Anvi,Sidhu,Male,Maharashtra,Mumbai,Bachelor,8/11/1974,1/16/2018,,Operations,Inventory Specialist,372884,Good,No
00-22195202,Shaan,Dora,Male,Uttar Pradesh,Varanasi,Bachelor,9/28/1981,11/24/2016,,Operations,Logistics Coordinator,319412,Good,Yes
00-67149463,Ela,Ghosh,Female,Madhya Pradesh,Gwalior,Master,8/23/1996,3/12/2022,,IT,Software Developer,762649,Good,No
00-46770884,Mohanlal,Savant,Male,Maharashtra,Nagpur,Master,5/2/1992,10/13/2015,,Finance,Financial Analyst,704319,Satisfactory,Yes
00-23831157,Tushar,Ganguly,Male,Maharashtra,Pune,Bachelor,6/3/1978,6/22/2018,,Operations,Logistics Coordinator,297781,Excellent,Yes
00-93348828,Keya,Bhatti,Male,Maharashtra,Nagpur,High School,5/16/1991,11/9/2020,,HR,Recruiter,347557,Good,No
00-35839651,Gokul,Bahl,Male,Maharashtra,Nagpur,High School,8/2/1990,3/30/2019,,Operations,Inventory Specialist,348055,Satisfactory,Yes
00-95401061,Arnav,Dora,Male,Maharashtra,Mumbai,Bachelor,9/13/2001,4/12/2017,,Operations,Logistics Coordinator,564664,Satisfactory,No
